FileName,JobID,JobName,Partition,State,ExitCode,Start,End,Elapsed,NCPUS,NNodes,NodeList,ReqMem,MaxRSS,AllocCPUS,Timelimit,TotalCPU
5 4 1_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530807,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:43:32,2024-02-08T15:36:35,01:53:03,8,4,c1cmp[022-024]+,120G,2006076K,8,2-00:00:00,01:52:54
5 4 1_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530833,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:52:40,2024-02-08T17:52:33,00:59:53,8,4,"p1cmp[029,043-+",120G,2034104K,8,2-00:00:00,59:53.153
5 4 1_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530842,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:52:39,2024-02-08T18:51:55,00:59:16,8,4,"p1cmp[029,043-+",120G,2024028K,8,2-00:00:00,59:14.459
5 4 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530816,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:40:20,2024-02-08T16:38:59,01:58:39,8,4,c1cmp[006-008]+,120G,1828548K,8,2-00:00:00,01:58:26
5 4 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530798,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:40:56,2024-02-08T14:40:02,01:59:06,8,4,c1cmp[006-008]+,120G,1896264K,8,2-00:00:00,01:58:57
5 4 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530825,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:45:27,2024-02-08T17:45:54,02:00:27,8,4,c1cmp[019-021]+,120G,1849.50M,8,2-00:00:00,02:00:19
5 4 1_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530858,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:09:11,2024-02-08T22:15:09,02:05:58,8,4,"c1cmp[006-007,+",120G,1997104K,8,2-00:00:00,02:05:48
5 4 1_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530882,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:10:07,2024-02-09T01:29:22,02:19:15,8,4,c1cmp[014-016]+,120G,2086048K,8,2-00:00:00,02:19:06
5 4 1_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530890,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:13:41,2024-02-09T02:29:33,02:15:52,8,4,c1cmp[014-016]+,120G,2055108K,8,2-00:00:00,02:15:43
5 4 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530866,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:59:52,2024-02-08T22:17:10,01:17:18,8,4,c1cmp[053-054]+,120G,1849608K,8,2-00:00:00,01:17:09
5 4 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530850,port_elec+,batch,COMPLETED,0:0,2024-02-08T18:56:01,2024-02-08T20:45:19,01:49:18,8,4,"c1cmp008,p1cmp+",120G,1892932K,8,2-00:00:00,01:49:01
5 4 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530874,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:15:34,2024-02-09T00:15:22,01:59:48,8,4,"c1cmp[006-007,+",120G,1938480K,8,2-00:00:00,01:59:39
5 4 1_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530906,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:29:49,2024-02-09T04:41:47,02:11:58,8,4,c1cmp[014-016]+,120G,2042884K,8,2-00:00:00,02:11:49
5 4 1_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530930,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:40:59,2024-02-09T07:07:04,01:26:05,8,4,"c1cmp003,p1cmp+",120G,2087084K,8,2-00:00:00,01:25:56
5 4 1_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530938,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:40:01,2024-02-09T08:44:23,02:04:22,8,4,c1cmp[019-022],120G,2072852K,8,2-00:00:00,02:04:12
5 4 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530914,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:18:52,2024-02-09T04:41:44,01:22:52,8,4,c1cmp[003-004]+,120G,1920872K,8,2-00:00:00,01:22:44
5 4 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530898,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:22:15,2024-02-09T03:15:01,01:52:46,8,4,"c1cmp034,p1cmp+",120G,1989944K,8,2-00:00:00,01:52:32
5 4 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530922,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:35:56,2024-02-09T06:39:39,02:03:43,8,4,c1cmp[019-022],120G,2019404K,8,2-00:00:00,02:03:34
5 4 1_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530954,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:44:03,2024-02-09T10:42:41,01:58:38,8,4,c1cmp[010-012]+,120G,2054620K,8,2-00:00:00,01:58:28
5 4 1_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530978,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:45:44,2024-02-09T13:44:31,01:58:47,8,4,"c1cmp008,p1cmp+",120G,2084940K,8,2-00:00:00,01:58:37
5 4 1_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530986,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:31:13,2024-02-09T14:34:27,02:03:14,8,4,c1cmp[006-008]+,120G,2057168K,8,2-00:00:00,02:03:05
5 4 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530962,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:27:39,2024-02-09T10:24:07,00:56:28,8,4,"p1cmp[029,043-+",120G,1913088K,8,2-00:00:00,56:27.342
5 4 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530946,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:53:04,2024-02-09T09:53:19,02:00:15,8,4,c1cmp[006-007]+,120G,1986656K,8,2-00:00:00,02:00:06
5 4 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530970,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:33:54,2024-02-09T11:56:55,01:23:01,8,4,"c1cmp003,p1cmp+",120G,1999384K,8,2-00:00:00,01:22:51
6 2 4_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,505869,port_elec+,batch,COMPLETED,0:0,2024-02-07T02:34:15,2024-02-07T05:00:39,02:26:24,8,4,c1cmp[006-007]+,120G,2734160K,8,2-00:00:00,02:26:15
6 2 4_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505895,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:19:39,2024-02-07T07:42:31,02:22:52,8,4,"c1cmp010,p1cmp+",120G,2841144K,8,2-00:00:00,02:22:43
6 2 6_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500130,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T04:07:58,02:46:07,8,4,"c1cmp[010-012,+",120G,3460612K,8,2-00:00:00,02:45:58
6 2 6_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505894,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:12:38,2024-02-07T08:01:57,02:49:19,8,4,"c1cmp[006-008,+",120G,3719896K,8,2-00:00:00,02:49:10
6 2 6_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505896,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:28:19,2024-02-07T08:13:03,02:44:44,8,4,"c1cmp[019-021,+",120G,3464008K,8,2-00:00:00,02:44:34
6 3 3_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505892,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:06:08,2024-02-07T07:28:52,02:22:44,8,4,c1cmp[019-022],120G,2816780K,8,2-00:00:00,02:22:34
6 4 2_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505870,port_elec+,batch,COMPLETED,0:0,2024-02-07T02:36:48,2024-02-07T04:47:58,02:11:10,8,4,"c1cmp008,p1cmp+",120G,2763860K,8,2-00:00:00,02:10:55
6 4 2_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,505872,port_elec+,batch,COMPLETED,0:0,2024-02-07T02:41:57,2024-02-07T05:06:07,02:24:10,8,4,c1cmp[019-022],120G,2830432K,8,2-00:00:00,02:24:07
6 4 2_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505897,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:50:54,2024-02-07T08:15:03,02:24:09,8,4,c1cmp[019-022],120G,2854000K,8,2-00:00:00,02:23:59
6 4 4_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530602,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T14:12:50,02:41:26,8,4,"c1cmp[008,014-+",120G,3762364K,8,2-00:00:00,02:41:10
6 4 4_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530627,port_elec+,batch,COMPLETED,0:0,2024-02-07T15:44:26,2024-02-07T18:30:15,02:45:49,8,4,"c1cmp[023-024,+",120G,3747884K,8,2-00:00:00,02:45:40
6 4 4_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530636,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:16:30,2024-02-07T19:04:12,02:47:42,8,4,c1cmp[010-012]+,120G,3729008K,8,2-00:00:00,02:47:33
6 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530611,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:27:56,2024-02-07T16:16:24,02:48:28,8,4,c1cmp[010-012]+,120G,3742968K,8,2-00:00:00,02:48:18
6 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500129,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T04:09:58,02:48:07,8,4,"c1cmp[010-012,+",120G,3643084K,8,2-00:00:00,02:47:59
6 4 4_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530619,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:54:40,2024-02-07T16:40:49,02:46:09,8,4,c1cmp[006-008]+,120G,3642104K,8,2-00:00:00,02:46:00
6 4 4_1 1 1_1 1 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505891,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:00:40,2024-02-07T07:49:37,02:48:57,8,4,c1cmp[006-007]+,120G,3699732K,8,2-00:00:00,02:48:47
6 4 4_1 1 1_1 1 1_1 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,505893,port_elec+,batch,COMPLETED,0:0,2024-02-07T05:08:51,2024-02-07T07:40:15,02:31:24,8,4,"c1cmp[012,014-+",120G,3650856K,8,2-00:00:00,02:31:15
6 4 4_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530654,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:33:49,2024-02-07T21:23:16,02:49:27,8,4,"c1cmp[006-007,+",120G,3762728K,8,2-00:00:00,02:49:17
6 4 4_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530680,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:29:17,2024-02-08T00:09:27,02:40:10,8,4,c1cmp[023-024]+,120G,3758520K,8,2-00:00:00,02:39:59
6 4 4_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530688,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:58:59,2024-02-08T01:31:00,02:32:01,8,4,c1cmp[011-012]+,120G,3730772K,8,2-00:00:00,02:31:44
6 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530663,port_elec+,batch,COMPLETED,0:0,2024-02-07T19:27:32,2024-02-07T21:25:35,01:58:03,8,4,"c1cmp[003,012,+",120G,3738996K,8,2-00:00:00,01:57:55
6 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530645,port_elec+,batch,COMPLETED,0:0,2024-02-07T17:58:14,2024-02-07T20:44:49,02:46:35,8,4,c1cmp[019-021]+,120G,3642776K,8,2-00:00:00,02:46:26
6 4 4_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530672,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:45:12,2024-02-07T23:36:50,02:51:38,8,4,c1cmp[019-021]+,120G,3646856K,8,2-00:00:00,02:51:29
6 4 4_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530704,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:05:16,2024-02-08T03:48:02,02:42:46,8,4,"c1cmp[008,022-+",120G,3769676K,8,2-00:00:00,02:42:37
6 4 4_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530729,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:51:05,2024-02-08T06:22:20,02:31:15,8,4,c1cmp[014-015]+,120G,3769448K,8,2-00:00:00,02:31:03
6 4 4_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530737,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:09:43,2024-02-08T07:55:52,02:46:09,8,4,c1cmp[010-012]+,120G,3747136K,8,2-00:00:00,02:45:58
6 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530712,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:54:52,2024-02-08T04:40:00,02:45:08,8,4,"c1cmp[006-007,+",120G,3706404K,8,2-00:00:00,02:44:59
6 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530696,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:37:04,2024-02-08T02:27:38,02:50:34,8,4,c1cmp[019-021]+,120G,3694756K,8,2-00:00:00,02:50:24
6 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530720,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:05:00,2024-02-08T05:48:05,02:43:05,8,4,"c1cmp[008,014-+",120G,3743372K,8,2-00:00:00,02:42:53
6 4 4_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530755,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:20:57,2024-02-08T09:50:49,02:29:52,8,4,c1cmp[011-012]+,120G,3764872K,8,2-00:00:00,02:29:43
6 4 4_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530779,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:13:13,2024-02-08T12:56:51,02:43:38,8,4,c1cmp[019-020]+,120G,3763640K,8,2-00:00:00,02:43:27
6 4 4_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530787,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:13:18,2024-02-08T13:43:16,02:29:58,8,4,c1cmp[022-024]+,120G,3747548K,8,2-00:00:00,02:29:48
6 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530763,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:18:03,2024-02-08T10:16:21,01:58:18,8,4,"c1cmp[003,014-+",120G,3673M,8,2-00:00:00,01:58:09
6 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530745,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:14:50,2024-02-08T09:02:24,02:47:34,8,4,"c1cmp[010,022-+",120G,3686964K,8,2-00:00:00,02:47:26
6 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530771,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:20:08,2024-02-08T12:10:07,02:49:59,8,4,c1cmp[006-007]+,120G,3676196K,8,2-00:00:00,02:49:49
6 4 4_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530803,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:18:00,2024-02-08T15:49:33,02:31:33,8,4,c1cmp[015-016]+,120G,3767376K,8,2-00:00:00,02:31:24
6 4 4_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530830,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:32:37,2024-02-08T19:03:25,02:30:48,8,4,"c1cmp[011,022-+",120G,3753332K,8,2-00:00:00,02:30:31
6 4 4_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530838,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:21:14,2024-02-08T20:08:40,02:47:26,8,4,"c1cmp[006-007,+",120G,3728128K,8,2-00:00:00,02:47:17
6 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530812,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:32:36,2024-02-08T17:11:56,02:39:20,8,4,"c1cmp034,p1cmp+",120G,3687320K,8,2-00:00:00,02:39:05
6 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530795,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:22:55,2024-02-08T14:56:14,02:33:19,8,4,"c1cmp[008,010-+",120G,3656820K,8,2-00:00:00,02:33:07
6 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530822,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:28:25,2024-02-08T16:52:31,01:24:06,8,4,"p1cmp[029,043-+",120G,3648256K,8,2-00:00:00,01:24:04
6 4 4_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530855,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:29:34,2024-02-08T22:15:54,02:46:20,8,4,c1cmp[006-008]+,120G,3708688K,8,2-00:00:00,02:46:11
6 4 4_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530879,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:50:06,2024-02-09T01:38:28,02:48:22,8,4,c1cmp[019-022],120G,3757304K,8,2-00:00:00,02:48:12
6 4 4_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530887,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:43:39,2024-02-09T01:41:39,01:58:00,8,4,c1cmp[003-004]+,120G,3672700K,8,2-00:00:00,01:57:51
6 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530863,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:34:04,2024-02-08T23:21:53,02:47:49,8,4,c1cmp[019-022],120G,3750316K,8,2-00:00:00,02:47:39
6 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530847,port_elec+,batch,COMPLETED,0:0,2024-02-08T18:35:44,2024-02-08T21:40:12,03:04:28,8,4,c1cmp[014-016]+,120G,3659556K,8,2-00:00:00,03:04:18
6 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530871,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:47:32,2024-02-08T23:43:31,01:55:59,8,4,c1cmp[003-004]+,120G,3708540K,8,2-00:00:00,01:55:50
6 4 4_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530903,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:50:16,2024-02-09T04:35:48,02:45:32,8,4,c1cmp[019-022],120G,3766776K,8,2-00:00:00,02:45:23
6 4 4_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530927,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:08:27,2024-02-09T07:52:54,02:44:27,8,4,c1cmp[006-007]+,120G,3761916K,8,2-00:00:00,02:44:16
6 4 4_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530935,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:01:00,2024-02-09T08:44:02,02:43:02,8,4,c1cmp[010-012]+,120G,3694716K,8,2-00:00:00,02:42:54
6 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530911,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:59:50,2024-02-09T05:47:15,02:47:25,8,4,c1cmp[006-008]+,120G,3764676K,8,2-00:00:00,02:47:16
6 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530895,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:02:44,2024-02-09T02:24:50,01:22:06,8,4,"p1cmp[029,043-+",120G,3636984K,8,2-00:00:00,01:22:05
6 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530919,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:03:54,2024-02-09T06:52:15,02:48:21,8,4,c1cmp[019-022],120G,3747088K,8,2-00:00:00,02:48:07
6 4 4_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530951,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:07:34,2024-02-09T09:27:39,01:20:05,8,4,"p1cmp[029,043-+",120G,3711336K,8,2-00:00:00,01:20:04
6 4 4_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530975,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:25:50,2024-02-09T14:08:06,02:42:16,8,4,c1cmp[019-022],120G,3763020K,8,2-00:00:00,02:42:07
6 4 4_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530983,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:15:06,2024-02-09T14:05:40,01:50:34,8,4,"c1cmp003,p1cmp+",120G,3745276K,8,2-00:00:00,01:50:24
6 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530959,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:15:49,2024-02-09T11:47:18,02:31:29,8,4,c1cmp[014-016]+,120G,3754064K,8,2-00:00:00,02:31:21
6 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530943,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:07:32,2024-02-09T09:02:00,01:54:28,8,4,"c1cmp003,p1cmp+",120G,3693864K,8,2-00:00:00,01:54:19
6 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530967,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:23:58,2024-02-09T13:11:49,02:47:51,8,4,c1cmp[006-008]+,120G,3746088K,8,2-00:00:00,02:47:43
6 6 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500131,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T03:53:04,02:31:13,8,4,"c1cmp[011,014-+",120G,3720860K,8,2-00:00:00,02:31:03
