FileName,JobID,JobName,Partition,State,ExitCode,Start,End,Elapsed,NCPUS,NNodes,NodeList,ReqMem,MaxRSS,AllocCPUS,Timelimit,TotalCPU
3 4 4_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530741,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:48:17,2024-02-08T07:59:30,02:11:13,8,4,"c1cmp[008,014-+",120G,2443272K,8,2-00:00:00,02:11:03
3 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530716,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:27:55,2024-02-08T04:42:36,02:14:41,8,4,c1cmp[019-021]+,120G,2457940K,8,2-00:00:00,02:14:28
3 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530700,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:28:41,2024-02-08T01:36:09,01:07:28,8,4,"p1cmp[029,043-+",120G,2357076K,8,2-00:00:00,01:07:27
3 4 4_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530725,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:46:04,2024-02-08T05:08:15,01:22:11,8,4,"c1cmp[003,014-+",120G,1861620K,8,2-00:00:00,01:22:00
3 4 4_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530759,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:59:31,2024-02-08T10:13:05,02:13:34,8,4,c1cmp[019-020]+,120G,2463864K,8,2-00:00:00,02:13:24
3 4 4_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530783,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:52:47,2024-02-08T12:57:03,02:04:16,8,4,c1cmp[021-023]+,120G,2446916K,8,2-00:00:00,02:04:04
3 4 4_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530791,port_elec+,batch,COMPLETED,0:0,2024-02-08T11:56:52,2024-02-08T14:09:53,02:13:01,8,4,c1cmp[010-012]+,120G,2387892K,8,2-00:00:00,02:12:50
3 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530767,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:50:06,2024-02-08T10:52:26,02:02:20,8,4,c1cmp[021-024],120G,2446968K,8,2-00:00:00,02:02:12
3 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530750,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:45:53,2024-02-08T08:49:51,02:03:58,8,4,c1cmp[021-024],120G,2364404K,8,2-00:00:00,02:03:49
3 4 4_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530775,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:58:42,2024-02-08T10:57:20,00:58:38,8,4,"p1cmp[029,043-+",120G,1863252K,8,2-00:00:00,58:37.080
3 4 4_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505883,port_elec+,batch,COMPLETED,0:0,2024-02-07T04:09:59,2024-02-07T06:26:16,02:16:17,8,4,"c1cmp[010-012,+",120G,2457788K,8,2-00:00:00,02:16:08
3 4 4_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530808,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:45:02,2024-02-08T16:00:47,02:15:45,8,4,c1cmp[019-022],120G,2455856K,8,2-00:00:00,02:15:36
3 4 4_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530834,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:12:12,2024-02-08T19:15:11,02:02:59,8,4,"c1cmp012,p1cmp+",120G,2354272K,8,2-00:00:00,02:02:42
3 4 4_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530843,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:55:11,2024-02-08T20:26:32,02:31:21,8,4,c1cmp[014-016]+,120G,2412596K,8,2-00:00:00,02:31:12
3 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530817,port_elec+,batch,COMPLETED,0:0,2024-02-08T14:56:23,2024-02-08T17:12:14,02:15:51,8,4,c1cmp[006-008]+,120G,2434932K,8,2-00:00:00,02:15:42
3 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530799,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:56:58,2024-02-08T15:11:19,02:14:21,8,4,c1cmp[019-020]+,120G,2358876K,8,2-00:00:00,02:14:12
3 4 4_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530826,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:49:57,2024-02-08T17:13:05,01:23:08,8,4,c1cmp[003-004]+,120G,2011964K,8,2-00:00:00,01:22:52
3 4 4_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530859,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:14:47,2024-02-08T21:20:36,01:05:49,8,4,"p1cmp[029,043-+",120G,2413692K,8,2-00:00:00,01:05:48
3 4 4_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530883,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:16:38,2024-02-09T01:20:05,02:03:27,8,4,"c1cmp008,p1cmp+",120G,2395496K,8,2-00:00:00,02:03:18
3 4 4_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530891,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:15:41,2024-02-09T02:29:26,02:13:45,8,4,"c1cmp[006-007,+",120G,2406680K,8,2-00:00:00,02:13:36
3 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530867,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:06:25,2024-02-08T23:09:12,02:02:47,8,4,"c1cmp[011,022-+",120G,2437532K,8,2-00:00:00,02:02:37
3 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530851,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:03:40,2024-02-08T21:06:12,02:02:32,8,4,"c1cmp[011,022-+",120G,2361024K,8,2-00:00:00,02:02:21
3 4 4_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530875,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:16:04,2024-02-09T00:19:11,02:03:07,8,4,c1cmp[006-008]+,120G,2030432K,8,2-00:00:00,02:03:04
3 4 4_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530907,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:29:49,2024-02-09T04:54:27,02:24:38,8,4,c1cmp[014-016]+,120G,2425672K,8,2-00:00:00,02:24:30
3 4 4_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530931,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:45:59,2024-02-09T08:00:39,02:14:40,8,4,"c1cmp[006-008,+",120G,2448512K,8,2-00:00:00,02:14:31
3 4 4_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530939,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:47:01,2024-02-09T09:05:12,02:18:11,8,4,"c1cmp[004,014-+",120G,2405572K,8,2-00:00:00,02:18:02
3 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530915,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:24:22,2024-02-09T04:29:02,01:04:40,8,4,"p1cmp[029,043-+",120G,2420920K,8,2-00:00:00,01:04:35
3 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530899,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:29:15,2024-02-09T03:39:56,02:10:41,8,4,c1cmp[010-012]+,120G,2377008K,8,2-00:00:00,02:10:31
3 4 4_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530923,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:41:56,2024-02-09T06:02:09,01:20:13,8,4,"c1cmp003,p1cmp+",120G,1901292K,8,2-00:00:00,01:20:04
3 4 4_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530955,port_elec+,batch,COMPLETED,0:0,2024-02-09T08:44:23,2024-02-09T10:56:43,02:12:20,8,4,c1cmp[019-022],120G,2463576K,8,2-00:00:00,02:12:09
3 4 4_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530979,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:47:19,2024-02-09T13:57:03,02:09:44,8,4,c1cmp[014-016]+,120G,2446392K,8,2-00:00:00,02:09:35
3 4 4_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530987,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:41:52,2024-02-09T13:42:55,01:01:03,8,4,"p1cmp[029,043-+",120G,2407208K,8,2-00:00:00,01:01:03
3 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530963,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:53:20,2024-02-09T12:08:53,02:15:33,8,4,c1cmp[006-007]+,120G,2458760K,8,2-00:00:00,02:15:24
3 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530947,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:55:04,2024-02-09T09:26:02,01:30:58,8,4,"c1cmp003,p1cmp+",120G,2402216K,8,2-00:00:00,01:30:50
3 4 4_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530971,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:42:41,2024-02-09T12:42:32,01:59:51,8,4,c1cmp[010-012]+,120G,1861224K,8,2-00:00:00,01:59:41
3 6 2_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,500138,port_elec+,batch,COMPLETED,0:0,2024-02-07T01:21:51,2024-02-07T02:41:56,01:20:05,8,4,p1cmp[015-018],120G,2405548K,8,2-00:00:00,01:20:05
3 6 2_1 2 2_2 2 1_1 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,505889,port_elec+,batch,COMPLETED,0:0,2024-02-07T04:56:54,2024-02-07T07:12:52,02:15:58,8,4,c1cmp[006-008]+,120G,2447984K,8,2-00:00:00,02:15:46
3 7 1_1 1 1_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530608,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:45:13,02:13:49,8,4,"c1cmp[023-024,+",120G,2411484K,8,2-00:00:00,02:13:34
3 7 1_1 1 1_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530633,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:13:30,2024-02-07T18:16:03,02:02:33,8,4,"c1cmp[014-016,+",120G,2450816K,8,2-00:00:00,02:02:25
3 7 1_1 1 1_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530642,port_elec+,batch,COMPLETED,0:0,2024-02-07T16:33:02,2024-02-07T18:04:42,01:31:40,8,4,"c1cmp003,p1cmp+",120G,2427972K,8,2-00:00:00,01:31:30
3 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530616,port_elec+,batch,COMPLETED,0:0,2024-02-07T13:47:51,2024-02-07T16:03:56,02:16:05,8,4,"c1cmp[023-024,+",120G,2377060K,8,2-00:00:00,02:15:56
3 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530599,port_elec+,batch,COMPLETED,0:0,2024-02-07T11:31:24,2024-02-07T13:46:27,02:15:03,8,4,c1cmp[019-022],120G,2435160K,8,2-00:00:00,02:14:48
3 7 1_1 1 1_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530624,port_elec+,batch,COMPLETED,0:0,2024-02-07T14:19:40,2024-02-07T16:27:09,02:07:29,8,4,c1cmp[006-007]+,120G,2123856K,8,2-00:00:00,02:07:20
3 7 1_1 1 1_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530660,port_elec+,batch,COMPLETED,0:0,2024-02-07T19:02:26,2024-02-07T20:09:17,01:06:51,8,4,"p1cmp[029,043-+",120G,2368092K,8,2-00:00:00,01:06:50
3 7 1_1 1 1_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530685,port_elec+,batch,COMPLETED,0:0,2024-02-07T22:35:26,2024-02-08T00:43:10,02:07:44,8,4,"c1cmp[008,014-+",120G,2454284K,8,2-00:00:00,02:07:36
3 7 1_1 1 1_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530693,port_elec+,batch,COMPLETED,0:0,2024-02-07T23:33:03,2024-02-08T01:48:39,02:15:36,8,4,c1cmp[019-020]+,120G,2461116K,8,2-00:00:00,02:15:26
3 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530668,port_elec+,batch,COMPLETED,0:0,2024-02-07T20:29:40,2024-02-07T22:32:26,02:02:46,8,4,"c1cmp[011,022-+",120G,2376172K,8,2-00:00:00,02:02:38
3 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530651,port_elec+,batch,COMPLETED,0:0,2024-02-07T18:18:17,2024-02-07T20:25:46,02:07:29,8,4,"c1cmp[008,014-+",120G,2432372K,8,2-00:00:00,02:07:20
3 7 1_1 1 1_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530677,port_elec+,batch,COMPLETED,0:0,2024-02-07T21:21:16,2024-02-07T23:32:43,02:11:27,8,4,c1cmp[019-022],120G,2129168K,8,2-00:00:00,02:11:18
3 7 1_1 1 1_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530709,port_elec+,batch,COMPLETED,0:0,2024-02-08T01:36:19,2024-02-08T02:42:14,01:05:55,8,4,"p1cmp[029,043-+",120G,2371188K,8,2-00:00:00,01:05:54
3 7 1_1 1 1_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530734,port_elec+,batch,COMPLETED,0:0,2024-02-08T04:42:40,2024-02-08T06:55:07,02:12:27,8,4,c1cmp[019-021]+,120G,2459744K,8,2-00:00:00,02:12:15
3 7 1_1 1 1_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530742,port_elec+,batch,COMPLETED,0:0,2024-02-08T05:48:47,2024-02-08T07:59:11,02:10:24,8,4,"c1cmp[008,022-+",120G,2458760K,8,2-00:00:00,02:10:20
3 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530717,port_elec+,batch,COMPLETED,0:0,2024-02-08T02:42:27,2024-02-08T03:48:35,01:06:08,8,4,"p1cmp[029,043-+",120G,2356504K,8,2-00:00:00,01:06:06
3 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530701,port_elec+,batch,COMPLETED,0:0,2024-02-08T00:43:13,2024-02-08T02:54:17,02:11:04,8,4,c1cmp[010-012]+,120G,2462084K,8,2-00:00:00,02:10:55
3 7 1_1 1 1_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530726,port_elec+,batch,COMPLETED,0:0,2024-02-08T03:48:04,2024-02-08T05:48:20,02:00:16,8,4,"c1cmp[008,022-+",120G,2075708K,8,2-00:00:00,02:00:03
3 7 1_1 1 1_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530760,port_elec+,batch,COMPLETED,0:0,2024-02-08T07:59:31,2024-02-08T10:11:38,02:12:07,8,4,"c1cmp[006-008,+",120G,2388904K,8,2-00:00:00,02:11:58
3 7 1_1 1 1_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530784,port_elec+,batch,COMPLETED,0:0,2024-02-08T10:57:47,2024-02-08T12:01:05,01:03:18,8,4,"p1cmp[029,043-+",120G,2424572K,8,2-00:00:00,01:03:16
3 7 1_1 1 1_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530792,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:01:23,2024-02-08T13:05:14,01:03:51,8,4,"p1cmp[029,043-+",120G,2425648K,8,2-00:00:00,01:03:50
3 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530768,port_elec+,batch,COMPLETED,0:0,2024-02-08T08:52:06,2024-02-08T09:58:39,01:06:33,8,4,"p1cmp[029,043-+",120G,2356664K,8,2-00:00:00,01:06:31
3 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530752,port_elec+,batch,COMPLETED,0:0,2024-02-08T06:45:53,2024-02-08T08:17:45,01:31:52,8,4,"c1cmp[003,014-+",120G,2457156K,8,2-00:00:00,01:31:43
3 7 1_1 1 1_2 2 2_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530776,port_elec+,batch,COMPLETED,0:0,2024-02-08T09:59:42,2024-02-08T11:56:42,01:57:00,8,4,c1cmp[010-012]+,120G,2056496K,8,2-00:00:00,01:56:51
3 7 1_2 2 2_1 1 1_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530809,port_elec+,batch,COMPLETED,0:0,2024-02-08T13:51:02,2024-02-08T15:24:54,01:33:52,8,4,"c1cmp[003,014-+",120G,2378168K,8,2-00:00:00,01:33:43
3 7 1_2 2 2_1 1 1_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530835,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:12:42,2024-02-08T19:29:09,02:16:27,8,4,c1cmp[006-008]+,120G,2438276K,8,2-00:00:00,02:16:16
3 7 1_2 2 2_1 1 1_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530844,port_elec+,batch,COMPLETED,0:0,2024-02-08T17:58:44,2024-02-08T19:20:26,01:21:42,8,4,c1cmp[053-054]+,120G,2469536K,8,2-00:00:00,01:21:33
3 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530818,port_elec+,batch,COMPLETED,0:0,2024-02-08T15:00:23,2024-02-08T17:14:37,02:14:14,8,4,c1cmp[010-012]+,120G,2381988K,8,2-00:00:00,02:14:04
3 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530800,port_elec+,batch,COMPLETED,0:0,2024-02-08T12:57:28,2024-02-08T15:00:10,02:02:42,8,4,c1cmp[021-023]+,120G,2443628K,8,2-00:00:00,02:02:32
3 7 1_2 2 2_1 1 1_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530827,port_elec+,batch,COMPLETED,0:0,2024-02-08T16:00:58,2024-02-08T18:08:02,02:07:04,8,4,c1cmp[019-022],120G,2093928K,8,2-00:00:00,02:06:54
3 7 1_2 2 2_1 1 1_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530860,port_elec+,batch,COMPLETED,0:0,2024-02-08T20:14:47,2024-02-08T21:47:10,01:32:23,8,4,c1cmp[003-004]+,120G,2377540K,8,2-00:00:00,01:32:15
3 7 1_2 2 2_1 1 1_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530884,port_elec+,batch,COMPLETED,0:0,2024-02-08T23:20:38,2024-02-09T01:21:53,02:01:15,8,4,"c1cmp012,p1cmp+",120G,2414980K,8,2-00:00:00,02:01:06
3 7 1_2 2 2_1 1 1_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530892,port_elec+,batch,COMPLETED,0:0,2024-02-09T00:32:12,2024-02-09T02:44:30,02:12:18,8,4,c1cmp[023-024]+,120G,2452436K,8,2-00:00:00,02:12:09
3 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530868,port_elec+,batch,COMPLETED,0:0,2024-02-08T21:17:59,2024-02-08T23:20:08,02:02:09,8,4,"c1cmp012,p1cmp+",120G,2379968K,8,2-00:00:00,02:02:00
3 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530852,port_elec+,batch,COMPLETED,0:0,2024-02-08T19:15:20,2024-02-08T21:17:45,02:02:25,8,4,"c1cmp012,p1cmp+",120G,2429028K,8,2-00:00:00,02:02:15
3 7 1_2 2 2_1 1 1_2 2 2_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530876,port_elec+,batch,COMPLETED,0:0,2024-02-08T22:17:34,2024-02-09T00:12:00,01:54:26,8,4,c1cmp[015-016]+,120G,2127132K,8,2-00:00:00,01:54:11
3 7 1_2 2 2_2 2 2_1 1 1_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530908,port_elec+,batch,COMPLETED,0:0,2024-02-09T02:39:49,2024-02-09T04:53:17,02:13:28,8,4,"c1cmp[010,022-+",120G,2414964K,8,2-00:00:00,02:13:19
3 7 1_2 2 2_2 2 2_1 1 1_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530932,port_elec+,batch,COMPLETED,0:0,2024-02-09T05:47:29,2024-02-09T08:01:16,02:13:47,8,4,c1cmp[006-008]+,120G,2431936K,8,2-00:00:00,02:13:38
3 7 1_2 2 2_2 2 2_1 1 1_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530940,port_elec+,batch,COMPLETED,0:0,2024-02-09T06:52:31,2024-02-09T09:04:32,02:12:01,8,4,c1cmp[019-022],120G,2456036K,8,2-00:00:00,02:11:51
3 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530916,port_elec+,batch,COMPLETED,0:0,2024-02-09T03:32:52,2024-02-09T05:45:44,02:12:52,8,4,"c1cmp[006-008,+",120G,2387692K,8,2-00:00:00,02:12:39
3 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530900,port_elec+,batch,COMPLETED,0:0,2024-02-09T01:29:45,2024-02-09T03:39:44,02:09:59,8,4,c1cmp[010-012]+,120G,2450380K,8,2-00:00:00,02:09:54
3 7 1_2 2 2_2 2 2_1 1 1_0.8 0.1 0.1_0.8 0.1 0.1_0.1 0.1 0.8_with_1000_sims.log,530924,port_elec+,batch,COMPLETED,0:0,2024-02-09T04:41:56,2024-02-09T06:46:36,02:04:40,8,4,"c1cmp[004,014-+",120G,2079268K,8,2-00:00:00,02:04:25
3 7 1_2 2 2_2 2 2_2 2 2_0.4 0.3 0.3_0.3 0.4 0.3_0.3 0.3 0.4_with_1000_sims.log,530956,port_elec+,batch,COMPLETED,0:0,2024-02-09T09:02:00,2024-02-09T10:33:54,01:31:54,8,4,"c1cmp003,p1cmp+",120G,2422012K,8,2-00:00:00,01:31:45
3 7 1_2 2 2_2 2 2_2 2 2_0.45 0.45 0.1_0.45 0.45 0.1_0.1 0.1 0.8_with_1000_sims.log,530980,port_elec+,batch,COMPLETED,0:0,2024-02-09T11:56:55,2024-02-09T13:27:42,01:30:47,8,4,"c1cmp003,p1cmp+",120G,2466868K,8,2-00:00:00,01:30:38
3 7 1_2 2 2_2 2 2_2 2 2_0.6 0.3 0.1_0.3 0.6 0.1_0.1 0.1 0.8_with_1000_sims.log,530988,port_elec+,batch,COMPLETED,0:0,2024-02-09T12:42:32,2024-02-09T14:53:41,02:11:09,8,4,"c1cmp[006-007,+",120G,2468616K,8,2-00:00:00,02:11:00
3 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.45 0.45_0.1 0.45 0.45_with_1000_sims.log,530964,port_elec+,batch,COMPLETED,0:0,2024-02-09T10:03:16,2024-02-09T12:14:29,02:11:13,8,4,"c1cmp[004,014-+",120G,2362092K,8,2-00:00:00,02:11:05
3 7 1_2 2 2_2 2 2_2 2 2_0.8 0.1 0.1_0.1 0.8 0.1_0.1 0.1 0.8_with_1000_sims.log,530948,port_elec+,batch,COMPLETED,0:0,2024-02-09T07:59:04,2024-02-09T10:09:35,02:10:31,8,4,c1cmp[019-021]+,120G,2463560K,8,2-00:00:00,02:10:22
